feature	chromosome	start	end	SLX-17922.D704tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17921.D705tp_D508tp.H5J55BBXY.s_8.r_1
17:50000001-50500000	17	50000001	50500000	1.006	0.99
17:50500001-51000000	17	50500001	51000000	0.926	0.916
17:51000001-51500000	17	51000001	51500000	0.987	1.027
17:51500001-52000000	17	51500001	52000000	0.932	0.996
17:52000001-52500000	17	52000001	52500000	0.942	1.01
17:52500001-53000000	17	52500001	53000000	0.93	0.934
17:53500001-54000000	17	53500001	54000000	0.857	1.015
17:54000001-54500000	17	54000001	54500000	1.055	1.022
17:55000001-55500000	17	55000001	55500000	0.991	1.039
17:55500001-56000000	17	55500001	56000000	1.007	1.006
17:56000001-56500000	17	56000001	56500000	0.966	1.073
17:56500001-57000000	17	56500001	57000000	0.966	1.011
17:57000001-57500000	17	57000001	57500000	1.017	1.025
17:57500001-58000000	17	57500001	58000000	0.908	1.029
17:58000001-58500000	17	58000001	58500000	0.939	1.045
17:58500001-59000000	17	58500001	59000000	0.956	0.945
17:59500001-60000000	17	59500001	60000000	1.1	0.906
17:60500001-61000000	17	60500001	61000000	0.956	1.008
17:61000001-61500000	17	61000001	61500000	0.989	1.003
17:61500001-62000000	17	61500001	62000000	1.021	1.002
17:62500001-63000000	17	62500001	63000000	0.982	0.981
17:63500001-64000000	17	63500001	64000000	0.982	0.998
17:64000001-64500000	17	64000001	64500000	0.941	0.869
17:65000001-65500000	17	65000001	65500000	0.892	0.96
17:66000001-66500000	17	66000001	66500000	1.032	0.997
17:66500001-67000000	17	66500001	67000000	1.091	1.052
17:67000001-67500000	17	67000001	67500000	0.975	0.994
17:67500001-68000000	17	67500001	68000000	0.864	0.86
17:68500001-69000000	17	68500001	69000000	0.955	1.001
17:69000001-69500000	17	69000001	69500000	0.905	0.97
17:69500001-70000000	17	69500001	70000000	1.06	1.007
17:70000001-70500000	17	70000001	70500000	0.972	1.027
17:70500001-71000000	17	70500001	71000000	0.985	0.976
17:71000001-71500000	17	71000001	71500000	0.908	1.042
17:71500001-72000000	17	71500001	72000000	1.022	0.977
17:72500001-73000000	17	72500001	73000000	1.103	1.044
17:73000001-73500000	17	73000001	73500000	1.117	1.04
17:73500001-74000000	17	73500001	74000000	1.058	1.085
17:74000001-74500000	17	74000001	74500000	1.094	1.037
17:74500001-75000000	17	74500001	75000000	1.14	1.004
17:75000001-75500000	17	75000001	75500000	1.02	0.99
17:75500001-76000000	17	75500001	76000000	1.108	0.98
17:76000001-76500000	17	76000001	76500000	1.055	0.949
17:76500001-77000000	17	76500001	77000000	1.153	0.912
17:77000001-77500000	17	77000001	77500000	1.02	0.949
17:77500001-78000000	17	77500001	78000000	1.105	1.017
17:78000001-78500000	17	78000001	78500000	1.09	1.03
17:78500001-79000000	17	78500001	79000000	1.074	0.959
17:79000001-79500000	17	79000001	79500000	1.052	1.022
17:79500001-80000000	17	79500001	80000000	1.008	0.971
17:80000001-80500000	17	80000001	80500000	1.082	1.029
17:81000001-81500000	17	81000001	81500000	0.795	0.999
17:81500001-82000000	17	81500001	82000000	0.904	0.962
17:82000001-82500000	17	82000001	82500000	0.909	0.898
17:82500001-83000000	17	82500001	83000000	1.053	0.963
17:83000001-83257441	17	83000001	83257441	1.18	1.082
18:1-500000	18	1	500000	1.037	1.018
18:500001-1000000	18	500001	1000000	0.934	0.952
18:1000001-1500000	18	1000001	1500000	0.943	0.929
18:1500001-2000000	18	1500001	2000000	1.009	1.004
18:2000001-2500000	18	2000001	2500000	0.993	0.965
18:3000001-3500000	18	3000001	3500000	0.97	0.965
18:3500001-4000000	18	3500001	4000000	0.969	0.973
18:4000001-4500000	18	4000001	4500000	1.006	0.98
18:4500001-5000000	18	4500001	5000000	1.055	0.912
18:5000001-5500000	18	5000001	5500000	0.924	0.944
18:5500001-6000000	18	5500001	6000000	0.933	1.022
18:6000001-6500000	18	6000001	6500000	1.05	1.025
18:6500001-7000000	18	6500001	7000000	0.913	0.949
18:7000001-7500000	18	7000001	7500000	1.066	1.098
18:7500001-8000000	18	7500001	8000000	1.018	1.012
18:9000001-9500000	18	9000001	9500000	0.995	0.946
18:9500001-10000000	18	9500001	10000000	0.866	0.94
18:10000001-10500000	18	10000001	10500000	1.001	0.996
18:10500001-11000000	18	10500001	11000000	1.132	1.022
18:11000001-11500000	18	11000001	11500000	1.08	0.996
18:11500001-12000000	18	11500001	12000000	1.067	1.158
18:12500001-13000000	18	12500001	13000000	0.975	1.002
18:13000001-13500000	18	13000001	13500000	0.999	0.998
18:13500001-14000000	18	13500001	14000000	1.02	0.956
18:21000001-21500000	18	21000001	21500000	1.003	1.019
18:21500001-22000000	18	21500001	22000000	0.991	0.94
18:22000001-22500000	18	22000001	22500000	0.942	0.996
18:22500001-23000000	18	22500001	23000000	1.07	1.071
18:23000001-23500000	18	23000001	23500000	1.015	1.062
18:23500001-24000000	18	23500001	24000000	0.92	0.993
18:24000001-24500000	18	24000001	24500000	0.942	0.947
18:24500001-25000000	18	24500001	25000000	1.059	1.064
18:25000001-25500000	18	25000001	25500000	1.038	1.051
18:25500001-26000000	18	25500001	26000000	0.966	0.964
18:26000001-26500000	18	26000001	26500000	0.975	0.994
18:26500001-27000000	18	26500001	27000000	1.119	1.093
18:27000001-27500000	18	27000001	27500000	1.034	1.004
18:27500001-28000000	18	27500001	28000000	0.942	0.986
18:28000001-28500000	18	28000001	28500000	0.95	1.013
18:28500001-29000000	18	28500001	29000000	1.017	1.039
18:29000001-29500000	18	29000001	29500000	1.02	1.016
18:29500001-30000000	18	29500001	30000000	1.032	0.93
18:30000001-30500000	18	30000001	30500000	0.954	0.978
18:30500001-31000000	18	30500001	31000000	1.115	1.015
18:31000001-31500000	18	31000001	31500000	1.047	0.989
18:31500001-32000000	18	31500001	32000000	0.956	0.99
18:32000001-32500000	18	32000001	32500000	0.996	0.983
18:32500001-33000000	18	32500001	33000000	1.051	1.025
18:33000001-33500000	18	33000001	33500000	1.019	1.021
18:33500001-34000000	18	33500001	34000000	1.068	1.005
18:34000001-34500000	18	34000001	34500000	0.995	0.952
18:35000001-35500000	18	35000001	35500000	0.922	0.995
18:35500001-36000000	18	35500001	36000000	1.06	1.027
18:36000001-36500000	18	36000001	36500000	1.024	0.915
18:36500001-37000000	18	36500001	37000000	1.033	1.063
18:37000001-37500000	18	37000001	37500000	1.101	1.01
18:37500001-38000000	18	37500001	38000000	1.04	1.017
18:38000001-38500000	18	38000001	38500000	0.924	0.949
18:38500001-39000000	18	38500001	39000000	1.012	1.059
18:39000001-39500000	18	39000001	39500000	1.032	1.033
18:39500001-40000000	18	39500001	40000000	1.089	1.036
18:40000001-40500000	18	40000001	40500000	0.971	1.009
18:40500001-41000000	18	40500001	41000000	0.95	1.013
18:41000001-41500000	18	41000001	41500000	1.015	0.898
18:41500001-42000000	18	41500001	42000000	1.001	0.994
18:42000001-42500000	18	42000001	42500000	1.055	0.992
18:42500001-43000000	18	42500001	43000000	1.05	1.008
18:43000001-43500000	18	43000001	43500000	0.99	1.024
18:43500001-44000000	18	43500001	44000000	1.055	1.01
18:44000001-44500000	18	44000001	44500000	1.066	1.074
18:44500001-45000000	18	44500001	45000000	0.933	1.071
18:45000001-45500000	18	45000001	45500000	1.057	1.097
18:45500001-46000000	18	45500001	46000000	1.069	1.032
18:46000001-46500000	18	46000001	46500000	0.997	0.976
18:46500001-47000000	18	46500001	47000000	1.011	1.026
18:47000001-47500000	18	47000001	47500000	1.054	0.993
18:48000001-48500000	18	48000001	48500000	0.975	0.993
18:48500001-49000000	18	48500001	49000000	0.901	1.007
18:49000001-49500000	18	49000001	49500000	0.991	1.003
18:49500001-50000000	18	49500001	50000000	1.073	1.008
18:50000001-50500000	18	50000001	50500000	1.017	1.007
18:50500001-51000000	18	50500001	51000000	0.943	0.977
18:51000001-51500000	18	51000001	51500000	0.99	1.024
18:51500001-52000000	18	51500001	52000000	1.053	0.984
18:52000001-52500000	18	52000001	52500000	1.018	0.993
18:53000001-53500000	18	53000001	53500000	0.994	0.974
18:53500001-54000000	18	53500001	54000000	1.035	0.997
18:54000001-54500000	18	54000001	54500000	0.981	0.985
18:54500001-55000000	18	54500001	55000000	0.947	1.02
18:55000001-55500000	18	55000001	55500000	1.032	0.986
18:55500001-56000000	18	55500001	56000000	1.039	1.093
18:56000001-56500000	18	56000001	56500000	1	1.02
18:56500001-57000000	18	56500001	57000000	1.088	0.97
18:57000001-57500000	18	57000001	57500000	0.976	1.033
18:57500001-58000000	18	57500001	58000000	0.966	0.97
18:58000001-58500000	18	58000001	58500000	0.987	1.065
18:58500001-59000000	18	58500001	59000000	1.001	1.016
18:59500001-60000000	18	59500001	60000000	1.031	1.025
18:60000001-60500000	18	60000001	60500000	0.985	1.032
18:60500001-61000000	18	60500001	61000000	0.956	1.009
18:61000001-61500000	18	61000001	61500000	0.998	0.998
18:62000001-62500000	18	62000001	62500000	0.993	0.988
18:62500001-63000000	18	62500001	63000000	0.912	1.016
18:63000001-63500000	18	63000001	63500000	1.014	1.053
18:63500001-64000000	18	63500001	64000000	0.95	1.017
18:64000001-64500000	18	64000001	64500000	0.996	1.044
18:64500001-65000000	18	64500001	65000000	0.966	0.997
18:65000001-65500000	18	65000001	65500000	1.001	0.963
18:65500001-66000000	18	65500001	66000000	1.053	1.039
18:66000001-66500000	18	66000001	66500000	0.939	0.985
18:66500001-67000000	18	66500001	67000000	0.926	1.051
18:67000001-67500000	18	67000001	67500000	1.001	0.979
18:67500001-68000000	18	67500001	68000000	0.971	0.962
18:68000001-68500000	18	68000001	68500000	0.932	0.941
18:68500001-69000000	18	68500001	69000000	1	0.971
18:69000001-69500000	18	69000001	69500000	1.02	0.961
18:69500001-70000000	18	69500001	70000000	1.049	0.947
18:70000001-70500000	18	70000001	70500000	1.027	1.017
18:70500001-71000000	18	70500001	71000000	0.966	1.083
18:71000001-71500000	18	71000001	71500000	1.042	0.911
18:71500001-72000000	18	71500001	72000000	0.951	0.967
18:72000001-72500000	18	72000001	72500000	0.99	0.993
18:72500001-73000000	18	72500001	73000000	1.028	1.027
18:73000001-73500000	18	73000001	73500000	1.012	0.949
18:73500001-74000000	18	73500001	74000000	1.012	0.994
18:74000001-74500000	18	74000001	74500000	0.99	0.977
18:74500001-75000000	18	74500001	75000000	1.029	0.995
18:75000001-75500000	18	75000001	75500000	0.931	0.941
18:75500001-76000000	18	75500001	76000000	0.937	1.059
18:76000001-76500000	18	76000001	76500000	0.984	0.897
18:76500001-77000000	18	76500001	77000000	0.985	0.986
18:77500001-78000000	18	77500001	78000000	1.021	0.998
18:78000001-78500000	18	78000001	78500000	0.957	0.96
18:78500001-79000000	18	78500001	79000000	0.921	1.038
18:79000001-79500000	18	79000001	79500000	1.072	0.967
18:79500001-80000000	18	79500001	80000000	0.998	0.895
18:80000001-80373285	18	80000001	80373285	0.987	1.02
19:500001-1000000	19	500001	1000000	0.974	1.02
19:1000001-1500000	19	1000001	1500000	0.891	0.868
19:1500001-2000000	19	1500001	2000000	1.032	0.971
19:2000001-2500000	19	2000001	2500000	0.949	0.965
19:2500001-3000000	19	2500001	3000000	0.924	1.008
19:3000001-3500000	19	3000001	3500000	0.954	0.996
19:3500001-4000000	19	3500001	4000000	0.973	1.023
19:4000001-4500000	19	4000001	4500000	1.044	0.948
19:4500001-5000000	19	4500001	5000000	0.882	0.974
19:5000001-5500000	19	5000001	5500000	0.984	1.047
19:5500001-6000000	19	5500001	6000000	1.019	0.977
19:6000001-6500000	19	6000001	6500000	0.953	0.972
19:6500001-7000000	19	6500001	7000000	0.856	0.972
19:7500001-8000000	19	7500001	8000000	0.916	1.023
19:9000001-9500000	19	9000001	9500000	0.845	0.944
19:10000001-10500000	19	10000001	10500000	0.95	0.892
19:10500001-11000000	19	10500001	11000000	0.896	0.893
19:11000001-11500000	19	11000001	11500000	0.912	0.959
19:12500001-13000000	19	12500001	13000000	0.858	0.864
19:13500001-14000000	19	13500001	14000000	0.936	0.934
19:14500001-15000000	19	14500001	15000000	0.905	0.948
19:15000001-15500000	19	15000001	15500000	0.944	0.994
19:15500001-16000000	19	15500001	16000000	0.909	0.996
19:16000001-16500000	19	16000001	16500000	0.841	0.99
19:16500001-17000000	19	16500001	17000000	0.913	0.961
19:17000001-17500000	19	17000001	17500000	0.852	0.988
19:17500001-18000000	19	17500001	18000000	1.015	0.972
19:18000001-18500000	19	18000001	18500000	0.972	0.922
19:18500001-19000000	19	18500001	19000000	0.96	0.926
19:19000001-19500000	19	19000001	19500000	0.99	1.039
19:19500001-20000000	19	19500001	20000000	0.91	0.889
19:28000001-28500000	19	28000001	28500000	1.062	1.082
19:28500001-29000000	19	28500001	29000000	1.035	1.018
19:29000001-29500000	19	29000001	29500000	0.964	1.072
19:29500001-30000000	19	29500001	30000000	1.129	1.014
19:30000001-30500000	19	30000001	30500000	1.171	0.954
19:30500001-31000000	19	30500001	31000000	1.061	0.98
19:31000001-31500000	19	31000001	31500000	1.071	1.014
19:31500001-32000000	19	31500001	32000000	1.111	0.947
19:32000001-32500000	19	32000001	32500000	0.972	0.95
19:32500001-33000000	19	32500001	33000000	1.082	0.972
19:33000001-33500000	19	33000001	33500000	1	1.013
19:33500001-34000000	19	33500001	34000000	1.09	0.967
19:34000001-34500000	19	34000001	34500000	1.111	0.94
19:34500001-35000000	19	34500001	35000000	1.049	1.004
19:35000001-35500000	19	35000001	35500000	1.032	0.977
19:35500001-36000000	19	35500001	36000000	1.072	1.021
19:36500001-37000000	19	36500001	37000000	0.963	0.949
19:38000001-38500000	19	38000001	38500000	1.137	1.097
19:38500001-39000000	19	38500001	39000000	1.103	1.049
19:39000001-39500000	19	39000001	39500000	0.979	1.002
19:39500001-40000000	19	39500001	40000000	1.11	1.021
19:40000001-40500000	19	40000001	40500000	1.007	0.936
19:40500001-41000000	19	40500001	41000000	1.035	0.982
19:41000001-41500000	19	41000001	41500000	0.97	0.968
19:41500001-42000000	19	41500001	42000000	1.017	1.093
19:42000001-42500000	19	42000001	42500000	1.118	0.976
19:43500001-44000000	19	43500001	44000000	0.959	0.929
19:44000001-44500000	19	44000001	44500000	0.983	0.993
19:44500001-45000000	19	44500001	45000000	1.066	0.996
19:45000001-45500000	19	45000001	45500000	1.07	0.988
19:45500001-46000000	19	45500001	46000000	1.001	0.994
19:46500001-47000000	19	46500001	47000000	0.991	0.938
19:47000001-47500000	19	47000001	47500000	1.081	1.042
19:48000001-48500000	19	48000001	48500000	1.039	0.966
19:49000001-49500000	19	49000001	49500000	1.101	0.986
19:49500001-50000000	19	49500001	50000000	0.98	0.964
19:50500001-51000000	19	50500001	51000000	1.057	1.105
19:51000001-51500000	19	51000001	51500000	0.999	1.018
19:51500001-52000000	19	51500001	52000000	0.975	0.952
19:52000001-52500000	19	52000001	52500000	0.926	0.936
19:54000001-54500000	19	54000001	54500000	1.045	1.037
19:55000001-55500000	19	55000001	55500000	1.138	0.994
19:55500001-56000000	19	55500001	56000000	1.025	1.01
19:56000001-56500000	19	56000001	56500000	1.105	0.936
19:57000001-57500000	19	57000001	57500000	0.986	0.977
19:57500001-58000000	19	57500001	58000000	0.901	0.949
19:58000001-58500000	19	58000001	58500000	0.921	0.893
20:1-500000	20	1	500000	1.026	0.994
20:500001-1000000	20	500001	1000000	0.941	0.968
20:1000001-1500000	20	1000001	1500000	0.871	0.982
20:1500001-2000000	20	1500001	2000000	0.804	0.968
20:2000001-2500000	20	2000001	2500000	0.958	1.003
20:2500001-3000000	20	2500001	3000000	1.003	0.992
20:3000001-3500000	20	3000001	3500000	0.988	1.085
20:3500001-4000000	20	3500001	4000000	0.953	0.934
20:4000001-4500000	20	4000001	4500000	1.008	1.064
20:4500001-5000000	20	4500001	5000000	0.921	0.912
20:5000001-5500000	20	5000001	5500000	0.984	1.053
20:6000001-6500000	20	6000001	6500000	0.975	1.013
20:6500001-7000000	20	6500001	7000000	1.027	1.026
20:7000001-7500000	20	7000001	7500000	0.985	0.953
20:7500001-8000000	20	7500001	8000000	0.962	1.064
20:8000001-8500000	20	8000001	8500000	1.057	1.01
20:8500001-9000000	20	8500001	9000000	0.986	0.993
20:9500001-10000000	20	9500001	10000000	1.012	0.981
20:10500001-11000000	20	10500001	11000000	0.95	0.978
20:11000001-11500000	20	11000001	11500000	0.956	0.988
20:11500001-12000000	20	11500001	12000000	0.932	0.956
20:12000001-12500000	20	12000001	12500000	0.952	1.083
20:12500001-13000000	20	12500001	13000000	0.974	1.017
20:13500001-14000000	20	13500001	14000000	1.038	1.002
20:14000001-14500000	20	14000001	14500000	1.014	0.989
20:14500001-15000000	20	14500001	15000000	0.943	0.992
20:15000001-15500000	20	15000001	15500000	0.909	0.991
20:15500001-16000000	20	15500001	16000000	0.997	0.994
20:16000001-16500000	20	16000001	16500000	0.92	1.041
20:16500001-17000000	20	16500001	17000000	0.924	0.922
20:17000001-17500000	20	17000001	17500000	0.987	1.028
20:17500001-18000000	20	17500001	18000000	0.898	0.96
20:18500001-19000000	20	18500001	19000000	1.085	1.015
20:19000001-19500000	20	19000001	19500000	0.84	0.987
20:19500001-20000000	20	19500001	20000000	0.955	1.016
20:20000001-20500000	20	20000001	20500000	0.893	1.015
20:20500001-21000000	20	20500001	21000000	0.976	1.016
20:21000001-21500000	20	21000001	21500000	0.986	1.002
20:21500001-22000000	20	21500001	22000000	0.925	0.986
20:22500001-23000000	20	22500001	23000000	1.075	1.016
20:23000001-23500000	20	23000001	23500000	0.984	1.01
20:23500001-24000000	20	23500001	24000000	0.925	1.049
20:24500001-25000000	20	24500001	25000000	0.967	1.062
20:25000001-25500000	20	25000001	25500000	0.988	1.054
20:31500001-32000000	20	31500001	32000000	1.056	1.059
20:32000001-32500000	20	32000001	32500000	1.049	0.947
20:32500001-33000000	20	32500001	33000000	1.116	1.045
20:33000001-33500000	20	33000001	33500000	1.087	1.056
20:33500001-34000000	20	33500001	34000000	1.062	1.039
20:34000001-34500000	20	34000001	34500000	1.091	0.954
20:35000001-35500000	20	35000001	35500000	1.134	1.053
20:35500001-36000000	20	35500001	36000000	1.081	1.005
20:36000001-36500000	20	36000001	36500000	1.037	1.066
20:36500001-37000000	20	36500001	37000000	1.13	0.933
20:37000001-37500000	20	37000001	37500000	1.095	1.023
20:37500001-38000000	20	37500001	38000000	1.096	1.025
20:38000001-38500000	20	38000001	38500000	1.094	1.004
20:38500001-39000000	20	38500001	39000000	1.135	0.917
20:39000001-39500000	20	39000001	39500000	1.101	1.075
20:39500001-40000000	20	39500001	40000000	1.073	1.057
20:40000001-40500000	20	40000001	40500000	1.054	1.025
20:40500001-41000000	20	40500001	41000000	1.093	0.987
20:41000001-41500000	20	41000001	41500000	1.032	0.995
20:41500001-42000000	20	41500001	42000000	1.032	1.088
20:42000001-42500000	20	42000001	42500000	1.103	1.013
20:42500001-43000000	20	42500001	43000000	1.129	1.006
20:43000001-43500000	20	43000001	43500000	1.21	1.032
20:43500001-44000000	20	43500001	44000000	1.102	1.015
20:44000001-44500000	20	44000001	44500000	0.978	1.026
20:44500001-45000000	20	44500001	45000000	1.139	1.059
20:45000001-45500000	20	45000001	45500000	1.107	0.982
20:45500001-46000000	20	45500001	46000000	1.083	1.029
20:46000001-46500000	20	46000001	46500000	1.013	0.988
